CustomerID,FirstName,LastName,Email,Phone,City,State,PostalCode,CarModel,CarMake,ModelYear,PurchaseDate,Dealer
CUST0264,Peyton,Johnson,peyton.johnson1@example.com,717-336-7461,Los Angeles,AZ,84425,Truck,Honda,2010,2023-06-03,Prime Motors
CUST0601,Peyton,Johnson,peyton.johnson1@mail.com,544-708-9237,Philadelphia,CA,90586,Hatchback,Honda,2014,2023-10-27,Highway Auto
CUST0605,Taylor,Smith,taylor.smith@mail.com,790-711-4489,San Diego,IL,93614,Convertible,Tesla,2018,2023-06-05,AutoWorld
CUST0532,Peyton,Martinez,peyton.martinez1@mail.com,805-265-2742,Los Angeles,TX,87984,Sedan,Audi,2022,2024-08-15,Prime Motors
CUST0315,Taylor,Martinez,taylor.martinez4@carsales.net,848-639-7609,San Antonio,TX,60242,Convertible,Honda,2010,2025-08-24,City Cars
CUST0419,Taylor,Smith,taylor.smith@example.com,390-304-5622,Phoenix,CA,67464,SUV,Toyota,2021,2025-10-24,Prime Motors
CUST0245,Peyton,Johnson,peyton.johnson@mail.com,592-291-2678,Los Angeles,IL,58177,SUV,Chevrolet,2024,2024-03-07,Prime Motors
CUST0085,Quinn,Jones,quinn.jones@carsales.net,906-456-8484,Phoenix,CA,60422,Sedan,Honda,2023,2023-02-24,Highway Auto
CUST0451,Avery,Garcia,avery.garcia@mail.com,911-915-1301,San Antonio,AZ,96969,Coupe,Honda,2018,2025-08-12,AutoWorld
CUST0307,Avery,Martinez,avery.martinez2@autoclub.com,505-900-2771,San Diego,NY,54077,Coupe,Ford,2014,2024-01-14,City Cars
CUST0222,Peyton,Martinez,peyton.martinez@mail.com,553-225-8909,Los Angeles,IL,64522,Sedan,Audi,2024,2025-05-18,Prime Motors
CUST0050,Taylor,Garcia,taylor.garcia@example.com,777-423-8619,Phoenix,IL,31992,SUV,Ford,2019,2025-03-20,AutoWorld
CUST0082,Peyton,Williams,peyton.williams@autoclub.com,229-247-6314,New York,IL,56984,SUV,Honda,2015,2023-06-11,Metro Vehicles
CUST0371,Casey,Brown,casey.brown@example.com,884-411-9485,Philadelphia,TX,71561,Sedan,Toyota,2024,2023-04-23,City Cars
CUST0398,Quinn,Smith,quinn.smith@example.com,693-580-6167,San Diego,AZ,46009,Convertible,Ford,2017,2024-10-31,Highway Auto
CUST0287,Peyton,Smith,peyton.smith@carsales.net,869-368-8113,Chicago,NY,23272,SUV,Chevrolet,2015,2024-09-15,Metro Vehicles
CUST0077,Peyton,Miller,peyton.miller5@carsales.net,765-981-9903,San Antonio,TX,52176,Truck,Honda,2023,2024-10-19,Metro Vehicles
CUST0402,Casey,Miller,casey.miller@carsales.net,486-661-3947,San Jose,CA,85483,Sedan,Tesla,2020,2024-07-29,City Cars
CUST0669,Taylor,Davis,taylor.davis2@carsales.net,283-294-2018,San Antonio,CA,72423,Sedan,Ford,2013,2023-05-11,Metro Vehicles
CUST0341,Quinn,Brown,quinn.brown1@autoclub.com,607-551-5819,San Diego,CA,28111,Coupe,Audi,2016,2022-12-26,Metro Vehicles
CUST0375,Morgan,Davis,morgan.davis2@autoclub.com,937-316-8889,San Diego,TX,37617,Truck,Audi,2019,2024-12-14,Highway Auto
CUST0272,Taylor,Jones,taylor.jones@autoclub.com,656-352-1567,San Jose,AZ,90868,Hatchback,Chevrolet,2013,2024-03-15,Metro Vehicles
CUST0452,Riley,Brown,riley.brown2@autoclub.com,254-676-1136,Los Angeles,TX,96556,Sedan,Toyota,2014,2023-11-03,City Cars
CUST0726,Avery,Smith,avery.smith@autoclub.com,342-791-3102,Phoenix,PA,11268,Coupe,Honda,2017,2023-11-14,Highway Auto
CUST0534,Jordan,Johnson,jordan.johnson1@autoclub.com,344-975-7801,Chicago,PA,58487,Hatchback,Honda,2018,2024-12-07,Metro Vehicles
CUST0606,Avery,Brown,avery.brown@autoclub.com,673-351-4938,Chicago,PA,99824,Hatchback,Chevrolet,2022,2024-03-05,City Cars
CUST0379,Peyton,Martinez,peyton.martinez1@example.com,435-587-7315,Chicago,NY,12170,Convertible,Tesla,2013,2022-12-05,Highway Auto
CUST0454,Peyton,Rodriguez,peyton.rodriguez@example.com,240-453-9673,Phoenix,IL,74216,Sedan,Ford,2016,2024-12-23,City Cars
CUST0271,Jordan,Smith,jordan.smith@carsales.net,251-372-8096,San Antonio,TX,13864,SUV,Ford,2016,2023-06-20,Prime Motors
CUST0281,Avery,Martinez,avery.martinez1@autoclub.com,428-881-3872,San Antonio,IL,48602,Truck,Toyota,2012,2024-11-11,Metro Vehicles
CUST0021,Riley,Davis,riley.davis@carsales.net,358-394-5861,Houston,NY,85914,Truck,Ford,2021,2025-07-08,AutoWorld
CUST0276,Morgan,Jones,morgan.jones2@example.com,982-424-7363,Philadelphia,CA,33081,Truck,Tesla,2013,2024-01-28,City Cars
CUST0642,Jordan,Rodriguez,jordan.rodriguez@example.com,316-958-8583,Chicago,CA,61505,Hatchback,Tesla,2010,2025-05-23,City Cars
CUST0098,Morgan,Martinez,morgan.martinez@autoclub.com,216-378-5347,New York,CA,65176,Truck,Toyota,2018,2025-03-22,Highway Auto
CUST0685,Taylor,Miller,taylor.miller1@mail.com,451-750-7942,Dallas,TX,15477,Convertible,Ford,2010,2023-04-03,Prime Motors
CUST0351,Avery,Rodriguez,avery.rodriguez1@carsales.net,294-557-4624,Houston,PA,53500,Coupe,Honda,2015,2023-11-02,Metro Vehicles
CUST0169,Morgan,Jones,morgan.jones@autoclub.com,430-504-5735,Houston,PA,74094,Coupe,BMW,2015,2023-03-03,City Cars
CUST0373,Avery,Jones,avery.jones1@carsales.net,428-728-7649,Philadelphia,IL,73813,Convertible,Toyota,2022,2023-02-26,Metro Vehicles
CUST0500,Quinn,Garcia,quinn.garcia@mail.com,410-897-6187,Phoenix,AZ,99071,Truck,Ford,2014,2023-06-03,AutoWorld
CUST0097,Quinn,Smith,quinn.smith1@autoclub.com,348-333-9850,Phoenix,CA,24408,SUV,Toyota,2020,2025-09-18,City Cars
CUST0328,Jordan,Williams,jordan.williams3@example.com,363-306-7816,San Jose,TX,84572,SUV,BMW,2020,2023-05-27,Highway Auto
CUST0657,Jordan,Johnson,jordan.johnson1@example.com,775-242-9311,Los Angeles,CA,92565,Coupe,Honda,2011,2024-09-15,City Cars
CUST0493,Jordan,Garcia,jordan.garcia1@autoclub.com,900-859-8625,San Diego,CA,39333,Coupe,Chevrolet,2012,2024-05-30,Prime Motors
CUST0218,Alex,Garcia,alex.garcia@mail.com,648-498-2133,New York,PA,75444,SUV,Ford,2012,2024-02-28,Prime Motors
CUST0552,Peyton,Martinez,peyton.martinez2@example.com,574-575-3871,Dallas,PA,18782,SUV,Ford,2018,2024-09-16,Prime Motors
CUST0363,Peyton,Miller,peyton.miller1@autoclub.com,331-887-4842,San Antonio,IL,91201,Coupe,Chevrolet,2011,2024-10-09,Highway Auto
CUST0200,Peyton,Williams,peyton.williams@example.com,736-234-2217,New York,NY,64053,Sedan,Tesla,2012,2024-07-24,Prime Motors
CUST0330,Riley,Miller,riley.miller1@example.com,921-894-9598,San Jose,PA,84057,Convertible,BMW,2013,2023-12-18,Metro Vehicles
CUST0623,Jamie,Williams,jamie.williams1@carsales.net,411-814-4531,Phoenix,PA,98760,SUV,Chevrolet,2013,2023-07-07,Prime Motors
CUST0624,Alex,Jones,alex.jones2@autoclub.com,441-832-8388,Houston,IL,86402,Sedan,Toyota,2020,2023-04-16,Highway Auto
CUST0662,Alex,Williams,alex.williams1@example.com,846-930-9516,Phoenix,TX,62691,Truck,Tesla,2024,2024-02-25,City Cars
CUST0743,Jordan,Smith,jordan.smith1@carsales.net,228-214-6523,Houston,PA,97680,Sedan,Audi,2011,2024-08-15,Prime Motors
CUST0569,Peyton,Rodriguez,peyton.rodriguez2@autoclub.com,267-804-7156,Los Angeles,NY,63668,Hatchback,Honda,2020,2024-04-29,Metro Vehicles
CUST0345,Riley,Brown,riley.brown1@example.com,567-663-2679,San Jose,PA,83647,Truck,Tesla,2023,2024-08-07,Metro Vehicles
CUST0537,Morgan,Williams,morgan.williams@example.com,575-336-9416,San Jose,NY,92207,Coupe,Chevrolet,2023,2024-03-05,AutoWorld
CUST0556,Jordan,Williams,jordan.williams1@autoclub.com,314-913-3424,San Diego,CA,36772,Coupe,Chevrolet,2018,2025-09-24,Metro Vehicles
CUST0604,Avery,Jones,avery.jones3@carsales.net,879-752-6133,Houston,TX,62730,Hatchback,Tesla,2014,2022-12-20,Metro Vehicles
CUST0149,Morgan,Williams,morgan.williams@mail.com,705-226-6912,Dallas,AZ,58353,Convertible,Toyota,2017,2025-02-17,AutoWorld
CUST0288,Avery,Jones,avery.jones1@autoclub.com,504-443-2571,New York,TX,84943,SUV,Toyota,2018,2023-02-08,City Cars
CUST0273,Peyton,Smith,peyton.smith9@carsales.net,486-592-3248,San Antonio,CA,94233,SUV,Tesla,2024,2022-11-30,Metro Vehicles
CUST0571,Avery,Garcia,avery.garcia1@mail.com,227-202-3523,Phoenix,IL,93958,Sedan,Tesla,2023,2023-03-18,City Cars
CUST0266,Jordan,Williams,jordan.williams3@mail.com,781-953-5380,Philadelphia,TX,25825,SUV,Chevrolet,2018,2023-11-07,City Cars
CUST0151,Casey,Williams,casey.williams@mail.com,986-332-8088,Dallas,NY,26274,Coupe,Honda,2018,2024-12-31,Prime Motors
CUST0762,Jamie,Davis,jamie.davis3@example.com,730-393-7929,Chicago,TX,43144,Convertible,BMW,2021,2024-03-01,Highway Auto
CUST0192,Casey,Davis,casey.davis1@autoclub.com,913-626-7688,Chicago,IL,59343,SUV,Audi,2012,2023-03-16,Prime Motors
CUST0764,Jamie,Jones,jamie.jones9@carsales.net,372-703-1025,Dallas,NY,64767,Truck,Ford,2018,2023-07-10,Highway Auto
CUST0172,Morgan,Brown,morgan.brown1@example.com,302-623-6411,San Diego,NY,99285,Sedan,BMW,2022,2025-02-01,Prime Motors
CUST0517,Jordan,Jones,jordan.jones4@carsales.net,672-991-4961,San Jose,CA,78151,Coupe,BMW,2015,2024-11-06,AutoWorld
CUST0168,Jamie,Miller,jamie.miller1@mail.com,670-745-6608,Dallas,IL,98587,Convertible,Chevrolet,2022,2024-05-17,Prime Motors
CUST0013,Casey,Jones,casey.jones@mail.com,259-446-2290,Los Angeles,PA,73699,Convertible,Audi,2023,2025-06-21,Prime Motors
CUST0445,Jamie,Williams,jamie.williams2@carsales.net,544-284-8796,San Jose,PA,16463,Coupe,Toyota,2018,2023-08-15,Highway Auto
CUST0145,Alex,Martinez,alex.martinez@mail.com,895-660-7077,Philadelphia,TX,20077,Convertible,Ford,2019,2025-02-01,Highway Auto
CUST0022,Alex,Martinez,alex.martinez1@example.com,988-285-5385,San Jose,AZ,20500,Sedan,BMW,2023,2024-10-20,AutoWorld
CUST0564,Casey,Johnson,casey.johnson2@carsales.net,241-342-2914,Phoenix,NY,62642,Hatchback,Ford,2019,2024-08-15,AutoWorld
CUST0638,Quinn,Martinez,quinn.martinez4@carsales.net,292-974-7922,Philadelphia,AZ,34426,Sedan,Toyota,2016,2023-06-21,Metro Vehicles
CUST0390,Taylor,Johnson,taylor.johnson4@autoclub.com,636-690-2005,San Antonio,TX,86818,Sedan,Tesla,2013,2022-12-15,AutoWorld
CUST0167,Jamie,Rodriguez,jamie.rodriguez2@carsales.net,953-944-2020,Chicago,AZ,37176,Truck,Chevrolet,2018,2024-01-14,Metro Vehicles
CUST0797,Morgan,Johnson,morgan.johnson3@autoclub.com,848-913-4156,Philadelphia,AZ,96155,Convertible,Honda,2020,2022-12-28,Highway Auto
CUST0608,Morgan,Smith,morgan.smith@mail.com,517-675-8952,Dallas,TX,65314,SUV,Honda,2020,2025-08-26,City Cars
CUST0296,Alex,Martinez,alex.martinez2@carsales.net,315-624-3451,Chicago,AZ,87061,Sedan,BMW,2019,2025-04-18,AutoWorld
CUST0262,Alex,Brown,alex.brown@autoclub.com,851-910-1157,Philadelphia,NY,96154,Sedan,Honda,2016,2024-02-19,Metro Vehicles
CUST0058,Casey,Davis,casey.davis@autoclub.com,560-919-8434,Phoenix,IL,42951,Truck,Honda,2013,2025-03-07,City Cars
CUST0504,Alex,Williams,alex.williams1@carsales.net,873-647-3224,Los Angeles,CA,94180,Hatchback,Audi,2022,2023-07-12,Metro Vehicles
CUST0407,Riley,Garcia,riley.garcia1@mail.com,536-266-6198,San Antonio,PA,90256,Sedan,Toyota,2019,2023-08-04,Prime Motors
CUST0502,Alex,Brown,alex.brown1@carsales.net,919-804-7459,Philadelphia,PA,60173,Hatchback,BMW,2016,2023-09-20,Prime Motors
CUST0096,Alex,Smith,alex.smith3@example.com,924-756-2290,Los Angeles,AZ,37152,SUV,Ford,2019,2024-08-21,Prime Motors
CUST0180,Casey,Martinez,casey.martinez@mail.com,424-336-8834,Chicago,TX,89395,Truck,BMW,2015,2023-07-12,Highway Auto
CUST0444,Casey,Rodriguez,casey.rodriguez2@mail.com,356-251-7436,San Diego,AZ,85399,SUV,Chevrolet,2018,2025-05-09,City Cars
CUST0551,Quinn,Rodriguez,quinn.rodriguez1@mail.com,901-282-6500,New York,AZ,98428,Sedan,Chevrolet,2015,2025-07-27,City Cars
CUST0067,Jordan,Smith,jordan.smith5@example.com,406-853-1530,Los Angeles,NY,71433,Truck,Chevrolet,2021,2024-02-26,City Cars
CUST0181,Avery,Brown,avery.brown@mail.com,896-972-2341,Dallas,TX,79228,Sedan,BMW,2021,2023-10-31,AutoWorld
CUST0589,Jamie,Martinez,jamie.martinez2@example.com,959-372-2060,Philadelphia,CA,54385,Sedan,Honda,2013,2023-08-05,Highway Auto
CUST0132,Jordan,Miller,jordan.miller1@mail.com,228-526-2623,Philadelphia,CA,28035,Hatchback,Tesla,2010,2024-04-01,Prime Motors
CUST0346,Jamie,Brown,jamie.brown@autoclub.com,909-880-1769,San Antonio,TX,64600,Convertible,Toyota,2022,2024-02-08,AutoWorld
CUST0032,Peyton,Brown,peyton.brown@mail.com,671-558-6000,Houston,CA,13101,Hatchback,Ford,2020,2024-10-10,City Cars
CUST0560,Peyton,Williams,peyton.williams2@autoclub.com,230-748-1377,Chicago,CA,97340,SUV,Honda,2022,2024-12-30,AutoWorld
CUST0266,Jordan,Williams,jordan.williams2@example.com,368-660-8635,Philadelphia,TX,25825,SUV,Chevrolet,2018,2023-11-07,City Cars
CUST0555,Avery,Jones,avery.jones2@carsales.net,835-576-2075,Houston,TX,21443,SUV,Ford,2011,2023-09-01,AutoWorld
CUST0725,Quinn,Rodriguez,quinn.rodriguez2@carsales.net,425-503-5399,Los Angeles,IL,34621,SUV,Chevrolet,2016,2023-07-03,Highway Auto
CUST0323,Jamie,Jones,jamie.jones@mail.com,240-761-9132,Houston,PA,73001,Sedan,Toyota,2015,2024-07-17,AutoWorld
CUST0353,Jamie,Johnson,jamie.johnson@carsales.net,462-753-5633,New York,AZ,59146,Hatchback,Chevrolet,2018,2023-01-03,AutoWorld
CUST0260,Alex,Davis,alex.davis1@example.com,676-489-6090,Philadelphia,NY,82494,Coupe,Honda,2017,2025-10-24,City Cars
CUST0073,Peyton,Smith,peyton.smith5@carsales.net,473-762-3146,Phoenix,TX,73532,Truck,BMW,2011,2025-09-11,Prime Motors
CUST0354,Riley,Brown,riley.brown1@autoclub.com,726-284-2572,Chicago,AZ,79888,SUV,Tesla,2010,2025-06-28,Prime Motors
CUST0659,Morgan,Garcia,morgan.garcia2@autoclub.com,493-717-3805,Los Angeles,IL,58815,Coupe,Tesla,2021,2023-07-14,Prime Motors
CUST0120,Jordan,Johnson,jordan.johnson1@carsales.net,673-794-1672,San Diego,AZ,95437,Convertible,Chevrolet,2013,2024-01-21,Metro Vehicles
CUST0680,Casey,Davis,casey.davis8@autoclub.com,561-508-6467,Dallas,CA,47401,Coupe,Audi,2012,2024-10-31,AutoWorld
CUST0076,Jordan,Jones,jordan.jones@carsales.net,548-719-5377,New York,IL,49132,SUV,Chevrolet,2023,2023-02-11,Metro Vehicles
CUST0090,Morgan,Davis,morgan.davis@autoclub.com,292-604-1228,Phoenix,AZ,26199,Truck,Tesla,2017,2023-10-17,City Cars
CUST0117,Morgan,Johnson,morgan.johnson@mail.com,462-402-3842,San Jose,CA,95918,Truck,Chevrolet,2011,2024-11-12,Highway Auto
CUST0690,Jamie,Rodriguez,jamie.rodriguez4@example.com,864-866-2270,Dallas,NY,98029,Coupe,Audi,2017,2025-03-02,Highway Auto
CUST0422,Jamie,Garcia,jamie.garcia@mail.com,955-234-4263,San Diego,PA,22315,Hatchback,Chevrolet,2018,2024-09-09,City Cars
CUST0314,Taylor,Miller,taylor.miller1@example.com,204-662-5481,Houston,CA,85534,Hatchback,Audi,2022,2024-12-20,AutoWorld
CUST0549,Alex,Garcia,alex.garcia1@autoclub.com,365-920-8524,San Jose,PA,86501,Hatchback,Audi,2010,2023-04-23,Prime Motors
CUST0022,Alex,Martinez,alex.martinez8@example.com,612-237-9740,New York,AZ,20500,Sedan,BMW,2023,2024-10-30,AutoWorld
CUST0093,Jamie,Garcia,jamie.garcia@autoclub.com,886-960-9850,San Antonio,AZ,30253,Truck,Toyota,2024,2023-07-14,Highway Auto
CUST0334,Peyton,Smith,peyton.smith3@example.com,613-622-1587,Dallas,AZ,10022,Convertible,BMW,2023,2025-05-07,City Cars
CUST0540,Riley,Brown,riley.brown6@autoclub.com,457-542-8424,New York,NY,16875,SUV,Audi,2024,2024-11-14,AutoWorld
CUST0161,Casey,Rodriguez,casey.rodriguez@autoclub.com,275-595-9261,San Diego,AZ,46663,SUV,Toyota,2023,2025-03-11,Highway Auto
CUST0482,Riley,Martinez,riley.martinez1@autoclub.com,768-748-1306,Houston,AZ,99848,Sedan,Honda,2015,2023-11-16,City Cars
CUST0428,Peyton,Brown,peyton.brown3@mail.com,756-556-6303,San Diego,IL,88470,Sedan,BMW,2024,2024-12-16,Prime Motors
CUST0641,Jordan,Smith,jordan.smith3@example.com,722-635-7766,Los Angeles,TX,96619,Coupe,Ford,2021,2024-06-09,Metro Vehicles
CUST0720,Avery,Martinez,avery.martinez3@autoclub.com,636-661-8660,San Antonio,TX,58170,Coupe,Ford,2022,2023-01-26,Highway Auto
CUST0302,Peyton,Smith,peyton.smith7@carsales.net,921-403-5488,Philadelphia,TX,76207,Truck,Toyota,2016,2025-02-26,Prime Motors
CUST0646,Alex,Brown,alex.brown1@example.com,414-692-3378,Houston,TX,92058,Sedan,Ford,2023,2024-10-15,Highway Auto
CUST0112,Riley,Jones,riley.jones@autoclub.com,322-207-9149,San Antonio,CA,26932,Truck,Honda,2016,2022-11-15,Metro Vehicles
CUST0285,Avery,Davis,avery.davis1@example.com,690-791-4695,Chicago,TX,19661,Coupe,Toyota,2022,2025-09-02,City Cars
CUST0327,Casey,Williams,casey.williams1@example.com,610-609-8479,Phoenix,TX,72684,Truck,Audi,2022,2023-06-30,Prime Motors
CUST0507,Peyton,Miller,peyton.miller2@example.com,794-693-2311,Chicago,PA,78997,Hatchback,BMW,2023,2024-04-16,AutoWorld
CUST0184,Alex,Davis,alex.davis@autoclub.com,203-963-4570,San Jose,NY,15936,Truck,Toyota,2016,2023-12-05,Metro Vehicles
CUST0761,Taylor,Jones,taylor.jones1@carsales.net,897-350-5166,Houston,AZ,85804,Sedan,Toyota,2020,2024-12-14,AutoWorld
CUST0239,Peyton,Johnson,peyton.johnson@example.com,612-727-5558,Philadelphia,TX,73968,Truck,Toyota,2015,2025-11-04,Highway Auto
CUST0005,Riley,Johnson,riley.johnson@mail.com,303-589-5554,San Diego,PA,57819,Coupe,Honda,2012,2023-10-13,City Cars
CUST0661,Peyton,Williams,peyton.williams2@example.com,934-729-2140,Los Angeles,IL,51262,Hatchback,Toyota,2016,2024-12-08,Highway Auto
CUST0009,Avery,Garcia,avery.garcia@example.com,973-248-2796,Chicago,PA,30969,Convertible,Toyota,2022,2023-06-29,Highway Auto
CUST0617,Taylor,Jones,taylor.jones1@example.com,560-630-9973,Philadelphia,TX,13584,Truck,Tesla,2022,2025-07-26,Prime Motors
CUST0671,Taylor,Garcia,taylor.garcia2@carsales.net,656-301-2226,Dallas,NY,37871,Sedan,Tesla,2017,2023-03-16,Prime Motors
CUST0092,Peyton,Jones,peyton.jones@carsales.net,319-343-1742,New York,IL,74569,SUV,BMW,2011,2025-04-24,Prime Motors
CUST0136,Jordan,Rodriguez,jordan.rodriguez@autoclub.com,269-738-9914,Dallas,AZ,82633,Hatchback,Toyota,2010,2023-09-02,Highway Auto
CUST0165,Alex,Martinez,alex.martinez1@carsales.net,471-871-4728,New York,AZ,72973,Truck,Tesla,2012,2022-12-02,Metro Vehicles
CUST0292,Jordan,Johnson,jordan.johnson@autoclub.com,754-623-4727,Dallas,NY,60738,Hatchback,BMW,2023,2022-12-05,Highway Auto
CUST0158,Casey,Martinez,casey.martinez@autoclub.com,394-981-3610,San Diego,AZ,71186,Hatchback,Toyota,2017,2024-02-17,AutoWorld
CUST0579,Taylor,Garcia,taylor.garcia2@autoclub.com,376-926-5991,New York,PA,25544,Truck,Honda,2013,2025-02-19,Prime Motors
CUST0618,Peyton,Williams,peyton.williams1@example.com,610-404-6006,Chicago,AZ,20778,SUV,BMW,2011,2024-12-21,Prime Motors
CUST0006,Jordan,Martinez,jordan.martinez@mail.com,746-946-5010,New York,TX,59735,Truck,Ford,2014,2024-08-16,AutoWorld
CUST0479,Casey,Rodriguez,casey.rodriguez3@mail.com,211-855-4296,Phoenix,IL,18891,Convertible,BMW,2014,2024-03-05,City Cars
CUST0501,Quinn,Smith,quinn.smith1@carsales.net,330-501-2022,Philadelphia,AZ,16963,Sedan,Audi,2010,2023-11-05,City Cars
CUST0412,Taylor,Rodriguez,taylor.rodriguez1@mail.com,229-235-6846,Philadelphia,TX,71235,Convertible,Chevrolet,2023,2024-05-01,Prime Motors
CUST0138,Taylor,Smith,taylor.smith@autoclub.com,759-546-3868,San Diego,PA,72722,SUV,Toyota,2020,2024-11-01,Highway Auto
CUST0186,Jamie,Davis,jamie.davis@example.com,899-877-9835,Chicago,PA,55582,Convertible,Chevrolet,2011,2024-11-09,Metro Vehicles
CUST0465,Jamie,Rodriguez,jamie.rodriguez1@example.com,394-498-8201,San Antonio,IL,47475,Hatchback,Ford,2017,2024-12-04,Metro Vehicles
CUST0316,Alex,Miller,alex.miller1@mail.com,218-892-1067,Houston,CA,55134,Sedan,Chevrolet,2014,2025-02-18,Metro Vehicles
CUST0020,Taylor,Davis,taylor.davis@carsales.net,692-418-7570,New York,CA,59672,Coupe,Audi,2010,2023-09-02,Highway Auto
CUST0203,Avery,Jones,avery.jones@autoclub.com,473-606-2294,Philadelphia,TX,70161,Truck,Honda,2019,2024-06-29,City Cars
CUST0664,Morgan,Jones,morgan.jones3@example.com,237-750-6480,San Antonio,PA,26515,SUV,Toyota,2018,2024-04-07,Metro Vehicles
CUST0298,Taylor,Martinez,taylor.martinez2@carsales.net,673-885-2531,Houston,NY,72287,Coupe,Toyota,2024,2024-05-08,City Cars
CUST0780,Avery,Garcia,avery.garcia1@autoclub.com,348-503-4586,San Diego,PA,69740,SUV,Tesla,2012,2024-04-08,AutoWorld
CUST0405,Peyton,Miller,peyton.miller3@autoclub.com,569-568-5222,Philadelphia,NY,63970,Truck,BMW,2011,2023-11-21,Prime Motors
CUST0128,Peyton,Martinez,peyton.martinez@autoclub.com,970-966-8355,Houston,AZ,41348,SUV,Ford,2014,2023-03-25,Metro Vehicles
CUST0572,Jamie,Williams,jamie.williams@carsales.net,904-860-5009,New York,NY,46335,Convertible,Tesla,2017,2025-06-26,City Cars
CUST0350,Peyton,Martinez,peyton.martinez1@autoclub.com,274-924-6207,Dallas,CA,34100,Convertible,Honda,2018,2025-06-23,Highway Auto
CUST0467,Taylor,Davis,taylor.davis1@carsales.net,531-661-1408,Chicago,TX,87373,Hatchback,Toyota,2024,2024-09-22,City Cars
CUST0008,Taylor,Jones,taylor.jones@mail.com,452-962-9830,Phoenix,PA,86622,Coupe,Honda,2016,2023-08-15,Prime Motors
CUST0068,Avery,Rodriguez,avery.rodriguez@carsales.net,648-282-1653,San Antonio,PA,52247,Sedan,Toyota,2019,2024-06-15,Prime Motors
CUST0122,Avery,Rodriguez,avery.rodriguez@mail.com,572-581-5634,San Antonio,TX,54350,Truck,Tesla,2020,2025-07-25,City Cars
CUST0240,Casey,Johnson,casey.johnson1@carsales.net,423-639-4470,San Diego,IL,52318,Coupe,BMW,2023,2024-04-08,Metro Vehicles
CUST0420,Alex,Garcia,alex.garcia1@mail.com,550-630-6104,San Diego,IL,70776,Coupe,Toyota,2021,2025-09-06,Prime Motors
CUST0084,Morgan,Garcia,morgan.garcia@autoclub.com,670-461-1153,San Diego,IL,98815,Sedan,Chevrolet,2018,2024-12-21,City Cars
CUST0134,Morgan,Jones,morgan.jones@example.com,248-444-7878,San Jose,TX,18232,Convertible,BMW,2011,2023-01-21,AutoWorld
CUST0718,Alex,Brown,alex.brown2@mail.com,407-662-4840,San Antonio,CA,50107,Convertible,Honda,2016,2023-09-29,City Cars
CUST0778,Jordan,Johnson,jordan.johnson3@autoclub.com,958-806-4082,Los Angeles,AZ,58200,Hatchback,BMW,2012,2024-02-07,AutoWorld
CUST0648,Quinn,Brown,quinn.brown2@mail.com,501-783-7418,New York,IL,11032,Hatchback,Audi,2011,2023-06-09,Highway Auto
CUST0294,Taylor,Johnson,taylor.johnson@carsales.net,377-371-4471,Houston,CA,15593,Truck,Chevrolet,2016,2025-06-02,Prime Motors
CUST0681,Taylor,Jones,taylor.jones@carsales.net,894-373-1965,San Jose,IL,33784,Coupe,Chevrolet,2010,2025-07-13,AutoWorld
CUST0274,Alex,Davis,alex.davis1@autoclub.com,691-757-8940,Philadelphia,AZ,75849,Coupe,Honda,2015,2023-09-06,AutoWorld
CUST0733,Taylor,Garcia,taylor.garcia2@example.com,373-312-4678,Phoenix,IL,84609,Hatchback,Chevrolet,2024,2023-02-08,Metro Vehicles
CUST0738,Jamie,Miller,jamie.miller1@carsales.net,399-606-1618,New York,IL,25031,Coupe,Tesla,2021,2025-02-03,Highway Auto
CUST0370,Taylor,Martinez,taylor.martinez1@mail.com,953-949-8921,Philadelphia,NY,38681,SUV,Toyota,2022,2023-02-15,City Cars
CUST0535,Alex,Williams,alex.williams@example.com,847-827-7162,Chicago,NY,73827,Sedan,Honda,2011,2025-10-27,AutoWorld
CUST0683,Jamie,Johnson,jamie.johnson@autoclub.com,262-525-8615,Dallas,TX,18579,Hatchback,Tesla,2017,2025-09-11,Prime Motors
CUST0133,Peyton,Garcia,peyton.garcia@example.com,617-959-9250,Chicago,CA,81932,Hatchback,Toyota,2021,2022-11-26,City Cars
CUST0030,Morgan,Johnson,morgan.johnson@autoclub.com,998-773-7658,San Jose,PA,30257,SUV,Audi,2024,2024-07-13,Prime Motors
CUST0495,Quinn,Martinez,quinn.martinez2@mail.com,720-305-7646,Los Angeles,IL,82895,Coupe,BMW,2020,2025-06-17,Highway Auto
CUST0374,Taylor,Garcia,taylor.garcia1@mail.com,435-278-9430,Phoenix,CA,29692,Coupe,BMW,2012,2024-12-22,AutoWorld
CUST0219,Jamie,Davis,jamie.davis2@example.com,659-812-8851,San Jose,TX,80040,Convertible,Toyota,2018,2023-07-07,City Cars
CUST0223,Casey,Jones,casey.jones@autoclub.com,666-411-9537,San Diego,IL,72411,Truck,Tesla,2011,2023-05-27,Highway Auto
CUST0464,Quinn,Rodriguez,quinn.rodriguez1@example.com,733-311-8399,San Diego,NY,42207,Truck,Toyota,2018,2023-08-22,Metro Vehicles
CUST0256,Riley,Rodriguez,riley.rodriguez1@example.com,469-929-2262,San Diego,TX,76949,Hatchback,Audi,2015,2025-07-19,Metro Vehicles
